app_id,player_count,type,is_free,categories,genres,price_jpy,metacritic_score,total_achievements,collected_at
3991290,,game,False,シングルプレイヤー|フルコントローラサポート|ファミリーシェアリング,アクション,,,,2026-01-15T15:02:26.319746
3169850,,game,False,シングルプレイヤー|ファミリーシェアリング,アドベンチャー|インディー,,,,2026-01-15T15:02:27.747431
1721270,0.0,game,False,シングルプレイヤー|Steam実績|Steamクラウド|ファミリーシェアリング,カジュアル,235.0,,33.0,2026-01-15T15:02:29.229696
3301740,6.0,game,True,シングルプレイヤー|Steam実績|アプリ内購入,無料プレイ,0.0,,53.0,2026-01-15T15:02:30.749137
494970,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,カジュアル|インディー,1540.0,,,2026-01-15T15:02:32.425082
1912590,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,カジュアル|インディー,60.0,,,2026-01-15T15:02:33.914171
3153690,3.0,game,False,シングルプレイヤー|Steam実績|カスタム音量調整|マウスのみのオプション|Steamクラウド|ファミリーシェアリング,アドベンチャー|カジュアル|インディー,960.0,,13.0,2026-01-15T15:02:35.403594
669690,0.0,game,False,シングルプレイヤー|Steam実績|Steamランキング|ファミリーシェアリング,アクション|カジュアル|インディー,410.0,,15.0,2026-01-15T15:02:37.104962
3395040,,game,False,シングルプレイヤー|Remote Play Together|ファミリーシェアリング,インディー|ストラテジー,,,,2026-01-15T15:02:38.543584
1301500,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,アクション|アドベンチャー|インディー|MM（Massively Multiplayer）|レース|シミュレーション|スポーツ|ストラテジー,252.0,,,2026-01-15T15:02:40.016662
1065580,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,インディー|ストラテジー,800.0,,26.0,2026-01-15T15:02:41.832327
1571700,0.0,game,False,シングルプレイヤー|マルチプレイヤー|PvP|共有／分割画面でのPvP|協力プレイ|共有／分割画面での協力プレイ|共有／分割画面|Steam実績|フルコントローラサポート|Steamクラウド|データ|テレビでRemote Play|Remote Play Together|ファミリーシェアリング,アクション|インディー|ストラテジー|早期アクセス,1700.0,,16.0,2026-01-15T15:02:43.336263
2402280,6.0,game,False,シングルプレイヤー|Steam実績|Steamクラウド|ファミリーシェアリング,アドベンチャー|カジュアル|インディー|RPG,2300.0,,54.0,2026-01-15T15:02:45.036403
951490,0.0,game,False,マルチプレイヤー|MMO|PvP|オンラインPvP|協力プレイ|オンライン協力プレイ|ファミリーシェアリング,アクション|カジュアル|インディー|MM（Massively Multiplayer）|RPG,1010.0,,0.0,2026-01-15T15:02:46.572506
993860,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,カジュアル|インディー|ストラテジー|早期アクセス,100.0,,10.0,2026-01-15T15:02:48.125779
3911750,,game,False,シングルプレイヤー|マルチプレイヤー|協力プレイ|オンライン協力プレイ|Steam実績|フルコントローラサポート|ファミリーシェアリング,カジュアル|インディー,,,,2026-01-15T15:02:49.595019
2025060,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,カジュアル|インディー,350.0,,,2026-01-15T15:02:51.069012
2094320,3.0,game,False,シングルプレイヤー|マルチプレイヤー|協力プレイ|オンライン協力プレイ|Steam実績|部分的コントローラサポート|ファミリーシェアリング,アクション|アドベンチャー|カジュアル|インディー|シミュレーション|スポーツ,1200.0,,10.0,2026-01-15T15:02:52.604785
2899580,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,アクション|カジュアル|インディー|シミュレーション|ストラテジー,470.0,,3.0,2026-01-15T15:02:54.057939
1283400,32.0,game,False,シングルプレイヤー|Steam実績|フルコントローラサポート|Steamクラウド|ファミリーシェアリング,アクション|アドベンチャー|RPG,5150.0,,55.0,2026-01-15T15:02:55.516757
1469370,0.0,game,False,シングルプレイヤー|Steam実績|ファミリーシェアリング,アドベンチャー|インディー,235.0,,6.0,2026-01-15T15:02:57.051421
549780,0.0,game,False,シングルプレイヤー|マルチプレイヤー|PvP|共有／分割画面でのPvP|協力プレイ|共有／分割画面での協力プレイ|共有／分割画面|フルコントローラサポート|Steamトレーディングカード|Remote Play Together|ファミリーシェアリング,アクション,580.0,,,2026-01-15T15:02:58.702922
1716370,0.0,game,False,シングルプレイヤー|ファミリーシェアリング,アドベンチャー|インディー,1220.0,,,2026-01-15T15:03:00.282694
